Player,Nation,Squad,Comp,Age,FW,MF,DF,GK,Nation_enc,Squad_enc,Comp_enc
Max Aarons,ENG,Valencia,La Liga,25.0,0,1,0,0,31,88,0
Rodrigo Abajas,ESP,Valencia,La Liga,21.0,0,0,1,0,33,88,0
James Abankwah,IRL,Udinese,Serie A,21.0,0,1,1,0,50,86,3
Keyliane Abdallah,FRA,Marseille,Ligue 1,18.0,1,0,0,0,36,57,1
Yunis Abdelhamid,MAR,Saint-Étienne,Ligue 1,37.0,0,0,1,0,67,77,1
Himad Abdelli,ALG,Angers,Ligue 1,25.0,1,1,0,0,1,1,1
Mohamed Abdelmoneim,EGY,Nice,Ligue 1,26.0,0,0,1,0,30,65,1
Ali Abdi,TUN,Nice,Ligue 1,31.0,0,1,1,0,100,65,1
Saud Abdulhamid,KSA,Roma,Serie A,25.0,0,0,1,0,61,76,3
Abel,ESP,Osasuna,La Liga,24.0,0,0,1,0,33,67,0
Nabil Aberdin,FRA,Getafe,La Liga,22.0,0,1,0,0,36,32,0
Oliver Abildgaard,DEN,Como,Serie A,28.0,0,1,0,0,27,21,3
Matthis Abline,FRA,Nantes,Ligue 1,21.0,1,0,0,0,36,62,1
Abner,BRA,Lyon,Ligue 1,24.0,0,0,1,0,12,52,1
Zakaria Aboukhlal,MAR,Toulouse,Ligue 1,25.0,1,1,0,0,67,85,1
Abdel Abqar,MAR,Alavés,La Liga,26.0,0,0,1,0,67,0,0
Tammy Abraham,ENG,Milan,Serie A,27.0,1,0,0,0,31,58,3
Federico Accornero,ITA,Genoa,Serie A,21.0,0,1,0,0,55,31,3
Francesco Acerbi,ITA,Inter,Serie A,37.0,0,0,1,0,55,39,3
Joshua Acheampong,ENG,Chelsea,Premier League,18.0,0,0,1,0,31,20,2
Akor Adams,NGA,Montpellier,Ligue 1,25.0,1,0,0,0,77,60,1
Che Adams,SCO,Torino,Serie A,28.0,1,0,0,0,90,83,3
Tyler Adams,USA,Bournemouth,Premier League,26.0,0,1,0,0,104,14,2
Junior Adamu,AUT,Freiburg,de Bundesliga,23.0,1,0,0,0,6,29,4
Tosin Adarabioyo,ENG,Chelsea,Premier League,27.0,0,0,1,0,31,20,2
Martin Adeline,FRA,Reims,Ligue 1,21.0,0,1,0,0,36,74,1
Karim Adeyemi,GER,Dortmund,de Bundesliga,23.0,1,1,0,0,40,23,4
Simon Adingra,CIV,Brighton,Premier League,23.0,1,1,0,0,16,17,2
Amine Adli,MAR,Leverkusen,de Bundesliga,24.0,1,1,0,0,67,49,4
Yacine Adli,FRA,Fiorentina,Serie A,24.0,0,1,0,0,36,28,3
Adrián,ESP,Betis,La Liga,38.0,0,0,0,1,33,11,0
Adryelson,BRA,Lyon,Ligue 1,26.0,0,0,1,0,12,52,1
Vasilije Adžić,MNE,Juventus,Serie A,18.0,1,1,0,0,72,41,3
Michel Aebischer,SUI,Bologna,Serie A,28.0,0,1,0,0,94,13,3
Oladapo Afolayan,ENG,St. Pauli,de Bundesliga,27.0,1,1,0,0,31,80,4
Emmanuel Agbadou,CIV,Reims,Ligue 1,27.0,0,0,1,0,16,74,1
Asher Agbinone,ENG,Crystal Palace,Premier League,19.0,0,1,0,0,31,22,2
Jeremy Agbonifo,SWE,Lens,Ligue 1,19.0,1,1,0,0,98,48,1
Julen Agirrezabala,ESP,Athletic Club,La Liga,24.0,0,0,0,1,33,5,0
Lucien Agoume,FRA,Sevilla,La Liga,23.0,0,1,0,0,36,78,0
Felix Agu,GER,Werder Bremen,de Bundesliga,25.0,0,0,1,0,40,92,4
Álvaro Aguado,ESP,Espanyol,La Liga,28.0,0,1,0,0,33,26,0
Lorenzo Aguado,ESP,Real Madrid,La Liga,22.0,0,0,1,0,33,72,0
Nayef Aguerd,MAR,Real Sociedad,La Liga,28.0,0,0,1,0,67,73,0
Ruben Aguilar,FRA,Lens,Ligue 1,31.0,0,0,1,0,36,48,1
Naouirou Ahamada,FRA,Rennes,Ligue 1,22.0,1,1,0,0,36,75,1
Honest Ahanor,ITA,Genoa,Serie A,17.0,0,0,1,0,55,31,3
Erik Ahlstrand,SWE,St. Pauli,de Bundesliga,23.0,1,1,0,0,98,80,4
Jean-Eudes Aholou,CIV,Angers,Ligue 1,30.0,0,1,0,0,16,1,1
Joseph Aidoo,GHA,Celta Vigo,La Liga,29.0,0,0,1,0,41,19,0
Ayman Aiki,FRA,Saint-Étienne,Ligue 1,19.0,1,1,0,0,36,77,1
Ola Aina,NGA,Nott'ham Forest,Premier League,28.0,0,0,1,0,77,66,2
Rayan Aït-Nouri,ALG,Wolves,Premier League,23.0,0,0,1,0,1,95,2
Junior Ajayi,CIV,Hellas Verona,Serie A,20.0,1,0,0,0,16,36,3
Kristoffer Ajer,NOR,Brentford,Premier League,26.0,0,0,1,0,79,15,2
Ludovic Ajorque,FRA,Brest,Ligue 1,31.0,1,0,0,0,36,16,1
Manuel Akanji,SUI,Manchester City,Premier League,29.0,0,0,1,0,94,55,2
Ümit Akdag,ROU,Toulouse,Ligue 1,21.0,0,0,1,0,88,85,1
Nathan Aké,NED,Manchester City,Premier League,30.0,0,0,1,0,76,55,2
Ilias Akhomach,MAR,Villarreal,La Liga,20.0,1,1,0,0,67,91,0
Sergio Akieme,ESP,Reims,Ligue 1,27.0,0,0,1,0,33,74,1
Maghnes Akliouche,FRA,Monaco,Ligue 1,23.0,1,1,0,0,36,59,1
Clément Akpa,CIV,Auxerre,Ligue 1,23.0,0,0,1,0,16,8,1
Jean-Daniel Akpa-Akpro,CIV,Monza,Serie A,32.0,0,1,1,0,16,61,3
David Akpan Ankeye,NGA,Genoa,Serie A,23.0,1,1,0,0,77,31,3
Kevin Akpoguma,NGA,Hoffenheim,de Bundesliga,29.0,0,0,1,0,77,37,4
Chuba Akpom,ENG,Lille,Ligue 1,29.0,1,0,0,0,31,50,1
David Alaba,AUT,Real Madrid,La Liga,32.0,0,0,1,0,6,72,0
Andreas Albers,DEN,St. Pauli,de Bundesliga,34.0,1,0,0,0,27,80,4
Raúl Albiol,ESP,Villarreal,La Liga,39.0,0,0,1,0,33,91,0
Carlos Alcaraz,ARG,Everton,Premier League,22.0,1,1,0,0,3,27,2
Omar Alderete,PAR,Getafe,La Liga,28.0,0,0,1,0,82,32,0
Carles Aleñá,ESP,Alavés,La Liga,27.0,1,1,0,0,33,0,0
Trent Alexander-Arnold,ENG,Liverpool,Premier League,26.0,0,0,1,0,31,51,2
Alfon,ESP,Celta Vigo,La Liga,25.0,1,1,0,0,33,19,0
Mohamed Ali Cho,FRA,Nice,Ligue 1,21.0,1,1,0,0,36,65,1
Faride Alidou,GER,Hellas Verona,Serie A,23.0,1,1,0,0,40,36,3
Alisson,BRA,Liverpool,Premier League,32.0,0,0,0,1,12,51,2
Tadeo Allende,ARG,Celta Vigo,La Liga,26.0,1,0,0,0,3,19,0
Jim Allevinah,GAB,Angers,Ligue 1,30.0,1,0,0,0,37,1,1
Thiago Almada,ARG,Lyon,Ligue 1,23.0,1,1,0,0,3,52,1
Domingos André Ribeiro Almeida,POR,Valencia,La Liga,24.0,1,1,0,0,86,88,0
Iker Almena,ESP,Girona,La Liga,20.0,1,0,1,0,33,33,0
Miguel Almirón,PAR,Newcastle Utd,Premier League,31.0,1,0,0,0,82,64,2
Pontus Almqvist,SWE,Parma,Serie A,25.0,1,1,0,0,98,69,3
Marcos Alonso,ESP,Celta Vigo,La Liga,34.0,0,0,1,0,33,19,0
Giorgio Altare,ITA,Venezia,Serie A,26.0,0,0,1,0,55,90,3
Adrià Altimira,ESP,Leganés,La Liga,23.0,1,0,1,0,33,46,0
Sergi Altimira,ESP,Betis,La Liga,23.0,0,1,0,0,33,11,0
Edson Álvarez,MEX,West Ham,Premier League,27.0,0,1,0,0,68,93,2
Hugo Álvarez,ESP,Celta Vigo,La Liga,21.0,0,1,1,0,33,19,0
Julián Álvarez,ARG,Atlético Madrid,La Liga,25.0,1,1,0,0,3,6,0
Yeray Álvarez,ESP,Athletic Club,La Liga,30.0,0,0,1,0,33,5,0
Skelly Alvero,FRA,Werder Bremen,de Bundesliga,22.0,0,1,0,0,36,92,4
Will Alves,ENG,Leicester City,Premier League,20.0,1,0,0,0,31,47,2
Selim Amallah,MAR,Valladolid,La Liga,28.0,0,1,0,0,67,89,0
Amath,SEN,Valladolid,La Liga,28.0,1,0,1,0,91,89,0
Jordan Amavi,FRA,Brest,Ligue 1,31.0,0,0,1,0,36,16,1
Aurele Amenda,SUI,Eint Frankfurt,de Bundesliga,21.0,0,0,1,0,94,24,4
Kelvin Amian,FRA,Nantes,Ligue 1,27.0,0,0,1,0,36,62,1
Michael Amir Murillo,PAN,Marseille,Ligue 1,29.0,0,0,1,0,81,57,1
Nadiem Amiri,GER,Mainz 05,de Bundesliga,28.0,0,1,0,0,40,53,4
Samuel Amo-Ameyaw,ENG,Southampton,Premier League,18.0,1,0,1,0,31,79,2
Mathis Amougou,FRA,Saint-Étienne,Ligue 1,19.0,0,1,0,0,36,77,1
Mohamed Amoura,ALG,Wolfsburg,de Bundesliga,24.0,1,0,0,0,1,94,4
Sofyan Amrabat,MAR,Fiorentina,Serie A,28.0,0,1,0,0,67,28,3
Joachim Andersen,DEN,Fulham,Premier League,28.0,0,0,1,0,27,30,2
Elliot Anderson,ENG,Nott'ham Forest,Premier League,22.0,0,1,0,0,31,66,2
André,BRA,Wolves,Premier League,23.0,0,1,0,0,12,95,2
Benjamin André,FRA,Lille,Ligue 1,34.0,0,1,0,0,36,50,1
Marcos André,BRA,Valladolid,La Liga,28.0,1,0,0,0,12,89,0
Robert Andrich,GER,Leverkusen,de Bundesliga,30.0,0,1,0,0,40,49,4
Angeliño,ESP,Roma,Serie A,28.0,0,0,1,0,33,76,3
Lorenzo Anghelè,ITA,Juventus,Serie A,20.0,1,0,0,0,55,41,3
Faustino Anjorin,ENG,Empoli,Serie A,23.0,0,1,0,0,31,25,3
Waldemar Anton,GER,Dortmund,de Bundesliga,28.0,0,0,1,0,40,23,4
Leandro Antonetti,PUR,Sevilla,La Liga,22.0,1,0,0,0,87,78,0
Michail Antonio,JAM,West Ham,Premier League,34.0,1,0,0,0,56,93,2
Antoniu,ESP,Espanyol,La Liga,22.0,1,1,0,0,33,26,0
Antony,BRA,Betis,La Liga,25.0,1,0,0,0,12,11,0
Anuar,MAR,Valladolid,La Liga,30.0,1,1,0,0,67,89,0
Dennis Appiah,FRA,Saint-Étienne,Ligue 1,32.0,0,0,1,0,36,77,1
Aritz Arambarri,ESP,Leganés,La Liga,27.0,0,0,1,0,33,46,0
Mauro Arambarri,URU,Getafe,La Liga,29.0,0,1,0,0,103,32,0
Jon Aramburu,VEN,Real Sociedad,La Liga,22.0,0,0,1,0,106,73,0
Julian Araujo,MEX,Bournemouth,Premier League,23.0,0,0,1,0,68,14,2
Ronald Araújo,URU,Barcelona,La Liga,26.0,0,0,1,0,103,9,0
Cameron Archer,ENG,Southampton,Premier League,23.0,1,0,0,0,31,79,2
Carlens Arcus,HAI,Angers,Ligue 1,28.0,0,0,1,0,47,1,1
Alphonse Areola,FRA,West Ham,Premier League,32.0,0,0,0,1,36,93,2
Adu Ares,ESP,Athletic Club,La Liga,23.0,1,0,0,0,33,5,0
Jesús Areso,ESP,Osasuna,La Liga,25.0,0,0,1,0,33,67,0
David Argüelles,ESP,Getafe,La Liga,23.0,0,1,0,0,33,32,0
Joe Aribo,NGA,Southampton,Premier League,28.0,0,1,1,0,77,79,2
Adam Armstrong,ENG,Southampton,Premier League,28.0,1,1,0,0,31,79,2
Harrison Armstrong,ENG,Everton,Premier League,18.0,0,1,0,0,31,27,2
José Arnaiz,ESP,Osasuna,La Liga,29.0,1,1,0,0,33,67,0
Hákon Arnar Haraldsson,ISL,Lille,Ligue 1,21.0,1,1,0,0,53,50,1
Marko Arnautović,AUT,Inter,Serie A,35.0,1,0,0,0,6,39,3
Maximilian Arnold,GER,Wolfsburg,de Bundesliga,30.0,0,1,0,0,40,94,4
Jann-Fiete Arp,GER,Holstein Kiel,de Bundesliga,25.0,1,1,0,0,40,38,4
Sergio Arribas,ESP,Betis,La Liga,22.0,0,0,1,0,33,11,0
Kepa Arrizabalaga,ESP,Bournemouth,Premier League,30.0,0,0,0,1,33,14,2
Arthur,BRA,Leverkusen,de Bundesliga,21.0,1,0,1,0,12,49,4
Takuma Asano,JPN,Mallorca,La Liga,30.0,1,1,0,0,58,54,0
Raúl Asencio,ESP,Real Madrid,La Liga,22.0,0,0,1,0,33,72,0
Marco Asensio,ESP,Paris S-G,Ligue 1,29.0,1,1,0,0,33,68,1
Kristjan Asllani,ALB,Inter,Serie A,23.0,0,1,0,0,0,39,3
Iago Aspas,ESP,Celta Vigo,La Liga,37.0,1,1,0,0,33,19,0
Yaser Asprilla,COL,Girona,La Liga,21.0,1,1,0,0,19,33,0
Lorenz Assignon,TOG,Rennes,Ligue 1,24.0,0,1,1,0,99,75,1
Dehmaine Assoumani,FRA,Nantes,Ligue 1,19.0,1,1,0,0,36,62,1
Valentin Atangana Edoa,FRA,Reims,Ligue 1,19.0,0,1,0,0,36,74,1
Arthur Atta,FRA,Udinese,Serie A,22.0,1,1,0,0,36,86,3
Noah Atubolu,GER,Freiburg,de Bundesliga,22.0,0,0,0,1,40,29,4
Emil Audero,ITA,Como,Serie A,28.0,0,0,0,1,55,21,3
Tommaso Augello,ITA,Cagliari,Serie A,30.0,1,0,1,0,55,18,3
Carlos Augusto,BRA,Inter,Serie A,26.0,1,0,1,0,12,39,3
Yann Aurel Bisseck,GER,Inter,Serie A,24.0,0,0,1,0,40,39,3
Brandon Austin,ENG,Tottenham,Premier League,26.0,0,0,0,1,31,84,2
Ezequiel Ávila,ARG,Betis,La Liga,31.0,1,0,0,0,3,11,0
Taiwo Awoniyi,NGA,Nott'ham Forest,Premier League,27.0,1,0,0,0,77,66,2
Yasin Ayari,SWE,Brighton,Premier League,21.0,0,1,0,0,98,17,2
Florian Ayé,FRA,Auxerre,Ligue 1,28.0,1,0,0,0,36,8,1
André Ayew,GHA,Le Havre,Ligue 1,35.0,1,0,0,0,41,44,1
Jordan Ayew,GHA,Leicester City,Premier League,33.0,1,1,0,0,41,47,2
Neil El Aynaoui,FRA,Lens,Ligue 1,23.0,0,1,0,0,36,48,1
Ayman Azhil,MAR,Dortmund,de Bundesliga,23.0,0,1,0,0,67,23,4
Adam Aznou,MAR,Bayern Munich,de Bundesliga,18.0,0,0,1,0,67,10,4
César Azpilicueta,ESP,Atlético Madrid,La Liga,35.0,0,0,1,0,33,6,0
Paulo Azzi,BRA,Cagliari,Serie A,30.0,0,0,1,0,12,18,3
Oussama El Azzouzi,MAR,Bologna,Serie A,23.0,0,1,0,0,67,13,3
Papa Ba,ESP,Girona,La Liga,20.0,0,1,0,0,33,33,0
Shavy Babicka,GAB,Toulouse,Ligue 1,24.0,1,1,0,0,37,85,1
Jacopo Bacci,ITA,Empoli,Serie A,19.0,0,1,0,0,55,25,3
Aliou Badara Baldé,GUI,Bochum,de Bundesliga,22.0,1,1,0,0,46,12,4
Loïc Bade,FRA,Sevilla,La Liga,24.0,0,0,1,0,36,78,0
Milan Badelj,CRO,Genoa,Serie A,36.0,0,1,0,0,23,31,3
Benoît Badiashile,FRA,Chelsea,Premier League,23.0,0,0,1,0,36,20,2
Alex Baena,ESP,Villarreal,La Liga,23.0,1,1,0,0,33,91,0
Juma Bah,SLE,Lens,Ligue 1,18.0,0,0,1,0,92,48,1
Leon Bailey,JAM,Aston Villa,Premier League,27.0,1,1,0,0,56,3,2
Eric Bailly,CIV,Villarreal,La Liga,30.0,0,0,1,0,16,91,0
Theo Bair,CAN,Auxerre,Ligue 1,25.0,1,0,0,0,13,8,1
Stefan Bajcetic,ESP,Las Palmas,La Liga,20.0,0,1,1,0,33,42,0
Cédric Bakambu,COD,Betis,La Liga,33.0,1,0,0,0,18,11,0
Mitchel Bakker,NED,Lille,Ligue 1,24.0,1,0,1,0,76,50,1
Darryl Bakola,FRA,Marseille,Ligue 1,17.0,0,0,1,0,36,57,1
Ridle Baku,GER,RB Leipzig,de Bundesliga,26.0,0,1,1,0,40,70,4
Dilane Bakwa,FRA,Strasbourg,Ligue 1,22.0,0,1,1,0,36,81,1
Tommaso Baldanzi,ITA,Roma,Serie A,21.0,1,1,0,0,55,76,3
Alejandro Balde,ESP,Barcelona,La Liga,21.0,0,0,1,0,33,9,0
Keita Baldé,SEN,Monza,Serie A,30.0,1,1,0,0,91,61,3
Carlos Baleba,CMR,Brighton,Premier League,21.0,0,1,0,0,17,17,2
Leonardo Balerdi,ARG,Marseille,Ligue 1,26.0,0,0,1,0,3,57,1
Iván Balliu,ALB,Rayo Vallecano,La Liga,33.0,0,0,1,0,0,71,0
Fodé Ballo-Touré,SEN,Le Havre,Ligue 1,28.0,0,0,1,0,91,44,1
Botond Balogh,HUN,Parma,Serie A,22.0,0,0,1,0,48,69,3
Folarin Balogun,USA,Monaco,Ligue 1,23.0,1,0,0,0,104,59,1
Mario Balotelli,ITA,Genoa,Serie A,34.0,1,1,0,0,55,31,3
Abdoulaye Bamba,CIV,Angers,Ligue 1,34.0,0,0,1,0,16,1,1
Jonathan Bamba,CIV,Celta Vigo,La Liga,28.0,1,1,0,0,16,19,0
Mohamed Bamba,CIV,Reims,Ligue 1,20.0,0,1,0,0,16,74,1
Samuel Bamba,GER,Bochum,de Bundesliga,21.0,1,0,1,0,40,12,4
Lameck Banda,ZAM,Lecce,Serie A,24.0,1,1,0,0,108,45,3
Daniel Bandeira,POR,Hellas Verona,Serie A,24.0,0,1,0,0,86,36,3
Mattia Bani,ITA,Genoa,Serie A,31.0,0,0,1,0,55,31,3
Noahkai Banks,USA,Augsburg,de Bundesliga,18.0,0,0,1,0,104,7,4
Scott Banks,SCO,St. Pauli,de Bundesliga,23.0,1,1,0,0,90,80,4
Adrian Baquerin,ESP,Valladolid,La Liga,18.0,1,0,0,0,33,89,0
Antonín Barák,CZE,Fiorentina,Serie A,30.0,0,1,0,0,26,28,3
Federico Barba,ITA,Como,Serie A,31.0,0,0,1,0,55,21,3
Valentín Barco,ARG,Strasbourg,Ligue 1,20.0,0,1,1,0,3,81,1
Bradley Barcola,FRA,Paris S-G,Ligue 1,22.0,1,0,0,0,36,68,1
Melvin Bard,FRA,Nice,Ligue 1,24.0,0,1,1,0,36,65,1
Nicolò Barella,ITA,Inter,Serie A,28.0,0,1,0,0,55,39,3
Gabriel Bares,SUI,Montpellier,Ligue 1,24.0,0,1,1,0,94,60,1
Borna Barišić,CRO,Leganés,La Liga,32.0,0,0,1,0,23,46,0
Kike Barja,ESP,Osasuna,La Liga,27.0,1,1,0,0,33,67,0
Ross Barkley,ENG,Aston Villa,Premier League,31.0,0,1,0,0,31,3,2
Aymen Barkok,MAR,Mainz 05,de Bundesliga,26.0,0,1,0,0,67,53,4
Harvey Barnes,ENG,Newcastle Utd,Premier League,27.0,1,0,0,0,31,64,2
Enzo Barrenechea,ARG,Valencia,La Liga,23.0,0,1,0,0,3,88,0
Ander Barrenetxea,ESP,Real Sociedad,La Liga,23.0,1,1,0,0,33,73,0
Pablo Barrios,ESP,Atlético Madrid,La Liga,21.0,0,1,0,0,33,6,0
Thierno Barry,FRA,Villarreal,La Liga,22.0,1,0,0,0,36,91,0
Davide Bartesaghi,ITA,Milan,Serie A,19.0,0,0,1,0,55,58,3
Marc Bartra,ESP,Betis,La Liga,34.0,0,0,1,0,33,11,0
Federico Baschirotto,ITA,Lecce,Serie A,28.0,0,0,1,0,55,45,3
Daniele Baselli,ITA,Como,Serie A,32.0,0,1,0,0,55,21,3
Calvin Bassey,NGA,Fulham,Premier League,25.0,0,0,1,0,77,30,2
Aboubacar Bassinga,CIV,Las Palmas,La Liga,19.0,0,1,0,0,16,42,0
Alessandro Bastoni,ITA,Inter,Serie A,25.0,0,0,1,0,55,39,3
Augusto Batalla,ARG,Rayo Vallecano,La Liga,28.0,0,0,0,1,3,71,0
Michy Batshuayi,BEL,Eint Frankfurt,de Bundesliga,31.0,1,0,1,0,8,24,4
Dylan Batubinsika,COD,Saint-Étienne,Ligue 1,29.0,0,0,1,0,18,77,1
Maximilian Bauer,GER,Augsburg,de Bundesliga,25.0,0,0,1,0,40,7,4
Oliver Baumann,GER,Hoffenheim,de Bundesliga,34.0,0,0,0,1,40,37,4
Christoph Baumgartner,AUT,RB Leipzig,de Bundesliga,25.0,0,1,0,0,6,70,4
Rafael Bauza,ESP,Espanyol,La Liga,20.0,0,1,0,0,33,26,0
Adrian Beck,GER,Heidenheim,de Bundesliga,27.0,1,1,0,0,40,35,4
Sheraldo Becker,SUR,Real Sociedad,La Liga,30.0,1,1,0,0,95,73,0
Timo Becker,GER,Holstein Kiel,de Bundesliga,27.0,0,0,1,0,40,38,4
Jan Bednarek,POL,Southampton,Premier League,28.0,0,0,1,0,85,79,2
Donny van de Beek,NED,Girona,La Liga,27.0,0,1,0,0,76,33,0
Hannes Behrens,GER,Hoffenheim,de Bundesliga,,0,0,1,0,40,37,4
Kevin Behrens,GER,Wolfsburg,de Bundesliga,34.0,1,0,0,0,40,94,4
Maximilian Beier,GER,Dortmund,de Bundesliga,22.0,1,1,0,0,40,23,4
Luken Beitia,ESP,Real Sociedad,La Liga,20.0,0,0,1,0,33,73,0
Ismael Bekhoucha,MAR,Getafe,La Liga,20.0,0,1,0,0,67,32,0
Reda Belahyane,MAR,Lazio,Serie A,20.0,0,1,0,0,67,43,3
Haris Belkebla,ALG,Angers,Ligue 1,31.0,0,1,0,0,1,1,1
Yassin Belkhdim,FRA,Angers,Ligue 1,23.0,1,1,0,0,36,1,1
Stefan Bell,GER,Mainz 05,de Bundesliga,33.0,0,0,1,0,40,53,4
Armel Bella Kotchap,GER,Southampton,Premier League,23.0,0,0,1,0,40,79,2
Raoul Bellanova,ITA,Atalanta,Serie A,24.0,0,0,1,0,55,4,3
Jean-Ricner Bellegarde,FRA,Wolves,Premier League,26.0,1,1,0,0,36,95,2
Héctor Bellerín,ESP,Betis,La Liga,29.0,0,0,1,0,33,11,0
Jude Bellingham,ENG,Real Madrid,La Liga,21.0,0,1,0,0,31,72,0
Jeanuël Belocian,FRA,Leverkusen,de Bundesliga,20.0,0,1,1,0,36,49,4
Andrea Belotti,ITA,Como,Serie A,31.0,1,0,0,0,55,21,3
Fran Beltrán,ESP,Celta Vigo,La Liga,26.0,0,1,0,0,33,19,0
Lucas Beltrán,ARG,Fiorentina,Serie A,23.0,1,1,0,0,3,28,3
Eliesse Ben Seghir,MAR,Monaco,Ligue 1,20.0,1,1,0,0,67,59,1
Carlos Benavídez,URU,Alavés,La Liga,26.0,0,1,0,0,103,0,0
Adrian Benedyczak,POL,Parma,Serie A,24.0,1,1,0,0,85,69,3
László Bénes,SVK,Union Berlin,de Bundesliga,27.0,1,1,0,0,96,87,4
Iker Benito,ESP,Osasuna,La Liga,22.0,1,1,0,0,33,67,0
Ismaël Bennacer,ALG,Marseille,Ligue 1,27.0,0,1,0,0,1,57,1
Saïd Benrahma,ALG,Lyon,Ligue 1,29.0,1,1,0,0,1,52,1
Ramy Bensebaini,ALG,Dortmund,de Bundesliga,29.0,0,0,1,0,1,23,4
Nabil Bentaleb,ALG,Lille,Ligue 1,30.0,1,1,0,0,1,50,1
Rodrigo Bentancur,URU,Tottenham,Premier League,27.0,0,1,0,0,103,84,2
Lucas Beraldo,BRA,Paris S-G,Ligue 1,21.0,0,0,1,0,12,68,1
Yuri Berchiche,ESP,Athletic Club,La Liga,35.0,0,0,1,0,33,5,0
Álex Berenguer,ESP,Athletic Club,La Liga,29.0,1,1,0,0,33,5,0
Sander Berge,NOR,Fulham,Premier League,27.0,0,1,0,0,79,30,2
Lucas Bergvall,SWE,Tottenham,Premier League,19.0,0,1,0,0,98,84,2
Medon Berisha,ALB,Lecce,Serie A,21.0,0,1,0,0,0,45,3
Mergim Berisha,GER,Hoffenheim,de Bundesliga,26.0,1,1,0,0,40,37,4
Adrian Bernabe,ESP,Parma,Serie A,23.0,0,1,0,0,33,69,3
Marc Bernal,ESP,Barcelona,La Liga,17.0,0,1,0,0,33,9,0
Bernardo,BRA,Bochum,de Bundesliga,29.0,0,0,1,0,12,12,4
Juan Bernat,ESP,Getafe,La Liga,32.0,0,1,0,0,33,32,0
Maxime Bernauer,FRA,Saint-Étienne,Ligue 1,26.0,0,0,1,0,36,77,1
Antoine Bernede,FRA,Hellas Verona,Serie A,25.0,1,1,0,0,36,36,3
Alexander Bernhardsson,SWE,Holstein Kiel,de Bundesliga,26.0,0,1,1,0,98,38,4
Victor Bernth Kristiansen,DEN,Leicester City,Premier League,22.0,0,0,1,0,27,47,2
Matúš Bero,SVK,Bochum,de Bundesliga,29.0,0,1,0,0,96,12,4
Juan Berrocal,ESP,Getafe,La Liga,25.0,0,0,1,0,33,32,0
Dimitry Bertaud,COD,Montpellier,Ligue 1,26.0,0,0,0,1,18,60,1
Jan-Niklas Beste,GER,Freiburg,de Bundesliga,26.0,1,1,0,0,40,29,4
Beto,GNB,Everton,Premier League,27.0,1,0,0,0,43,27,2
Sam Beukema,NED,Bologna,Serie A,26.0,0,0,1,0,76,13,3
Alessandro Bianco,ITA,Fiorentina,Serie A,22.0,0,1,0,0,55,28,3
Mika Biereth,DEN,Monaco,Ligue 1,22.0,1,0,0,0,27,59,1
Jaka Bijol,SVN,Udinese,Serie A,26.0,0,0,1,0,97,86,3
El Bilal Touré,MLI,Stuttgart,de Bundesliga,23.0,1,1,0,0,70,82,4
Philip Billing,DEN,Napoli,Serie A,28.0,0,1,0,0,27,63,3
Cristiano Biraghi,ITA,Fiorentina,Serie A,32.0,0,0,1,0,55,28,3
Samuele Birindelli,ITA,Monza,Serie A,25.0,0,1,1,0,55,61,3
Tom Bischof,GER,Hoffenheim,de Bundesliga,19.0,1,1,0,0,40,37,4
Yves Bissouma,MLI,Tottenham,Premier League,28.0,0,1,0,0,70,84,2
Leonardo Bittencourt,GER,Werder Bremen,de Bundesliga,31.0,0,1,0,0,40,92,4
Emmanuel Biumla,FRA,Angers,Ligue 1,19.0,0,0,1,0,36,1,1
Marco Bizot,NED,Brest,Ligue 1,34.0,0,0,0,1,76,16,1
Bjarki Bjarkason,ISL,Venezia,Serie A,24.0,0,1,1,0,53,90,3
Antonio Blanco,ESP,Alavés,La Liga,24.0,0,1,0,0,33,0,0
Ludovic Blas,FRA,Rennes,Ligue 1,27.0,1,1,0,0,36,75,1
Daley Blind,NED,Girona,La Liga,35.0,0,0,1,0,76,33,0
Myron Boadu,NED,Bochum,de Bundesliga,24.0,1,0,0,0,76,12,4
Augustine Boakye,GHA,Saint-Étienne,Ligue 1,24.0,1,1,0,0,41,77,1
Mathéo Bodmer,FRA,Le Havre,Ligue 1,20.0,0,1,0,0,36,44,1
Sacha Boey,FRA,Bayern Munich,de Bundesliga,24.0,0,0,1,0,36,10,4
Jeremie Boga,CIV,Nice,Ligue 1,28.0,1,1,0,0,16,65,1
Lamare Bogarde,NED,Aston Villa,Premier League,21.0,0,1,1,0,76,3,2
Emil Bohinen,NOR,Genoa,Serie A,25.0,0,1,0,0,79,31,3
Adama Boiro,ESP,Athletic Club,La Liga,22.0,0,0,1,0,33,5,0
Willy Boly,CIV,Nott'ham Forest,Premier League,34.0,0,0,1,0,16,66,2
Moïse Bombito,CAN,Nice,Ligue 1,24.0,0,0,1,0,13,65,1
Warren Bondo,FRA,Milan,Serie A,21.0,0,1,0,0,36,58,3
Victor Boniface,NGA,Leverkusen,de Bundesliga,24.0,1,0,0,0,77,49,4
Kevin Bonifazi,ITA,Lecce,Serie A,28.0,0,0,1,0,55,45,3
Ange-Yoan Bonny,FRA,Parma,Serie A,21.0,1,0,0,0,36,69,3
Sebastiaan Bornauw,BEL,Wolfsburg,de Bundesliga,25.0,0,0,1,0,8,94,4
